handle_id,actor_id_ground_truth,handle_name,marketplace,pgp_fingerprint,category,created_date,last_active_date,status
H00389,A00263,vorulx,marketplace_9,58AF02509495B6D0247EB7058EC17CE0497CA491,arms,2023-10-03,2024-02-01,active
H00390,A00263,nocorvoid,marketplace_20,2EB807C843BEF7B8CD4647D1CCED924B9F54185C,arms,2023-12-30,2024-05-01,active
H00391,A00264,darkox,marketplace_14,DC2ED56BC476AFCEFE5BD0937851873A66244C00,other_illicit,2024-07-31,2025-06-23,active
H00392,A00265,vexathx,marketplace_10,429719269306FA4F41DAC95490A4157A70FDD38C,arms,2023-02-20,2024-01-30,active
H00393,A00265,obsenbyte,marketplace_20,BC402FB70EDD3DAF490979F835A726FAC301FFF6,arms,2025-07-26,2026-11-28,active
H00394,A00266,kryanode,marketplace_12,14A26F66E1695998E908FD0ED47A20FDA22F1B2F,other_illicit,2023-03-05,2023-07-08,active
H00395,A00267,vororstorm,marketplace_6,812B0BB23AE88CB73C1FF0190709A9380745206C,other_illicit,2023-03-22,2023-08-16,dormant
H00396,A00267,ravofang,marketplace_18,BC80E04CA5A2C9D667AD4616E9801DF1F1513297,other_illicit,2025-02-26,2025-05-29,active
H00397,A00267,vexexx,marketplace_12,C33A8A1A5C7533C19E540A7F0FF8B89F1462E29C,other_illicit,2023-04-05,2023-07-26,active
H00398,A00268,obsin99,marketplace_19,FCD4D57AC0B704C2904BFE06CC1A1C71CC7D0B14,drugs,2025-01-16,2025-05-30,burned
H00399,A00268,cyorvoid,marketplace_11,03061351704B408A56EBEB735C11D14EBF9A8841,drugs,2025-06-27,2026-05-31,active
H00400,A00269,nocinraven,marketplace_18,72303CBB699ACC55B43FF1ADC07D3D49D0E09E4D,money_laundering,2024-09-11,2025-02-12,dormant
H00401,A00270,cyylmarket,marketplace_7,B02B602E72DF3AD1BE1B4589267A9E81C8B63AE1,drugs,2023-12-28,2025-02-19,active
H00402,A00271,cyenx,marketplace_4,D9C6DAC376AF8EC0BE157FF28703550BDF7664F6,money_laundering,2025-08-13,2026-09-03,active
H00403,A00271,throrghost,marketplace_19,8154A75CEC585EF757A4147503802D67589469F2,money_laundering,2023-08-04,2024-05-29,burned
H00404,A00272,shadathraven,marketplace_5,A2A8A4C1EAD267300C97645D44FEEE662D1CC9F0,hacking_services,2025-06-29,2026-05-16,dormant
H00405,A00273,neoorbyte,marketplace_18,AA594921F914F80DFB5DED4B0D5017C6BC8D29E8,terror_financing,2024-01-06,2024-02-11,active
H00406,A00274,zerardealer,marketplace_19,828D1AA0964DD964478C343523A9A780025ED546,other_illicit,2023-08-02,2023-10-04,burned
H00407,A00275,hexexraven,marketplace_10,CEF2446EF1A92C1C268BC9E8C0ADE8C670E46C31,hacking_services,2023-06-26,2024-09-01,burned
H00408,A00275,hexex99,marketplace_16,2CC403DABAED8AFCAABFB358FD8001CEAD491B2D,hacking_services,2023-03-02,2023-12-30,dormant
H00409,A00275,voracode,marketplace_20,58982F90466DD07AF12E07D619846D151A170826,hacking_services,2023-12-28,2024-05-16,active
H00410,A00276,vexadealer,marketplace_1,FF48A4836BC809A1E6BCF90AF780A14D05884172,terror_financing,2025-02-27,2025-10-16,active
H00411,A00276,obsexraven,marketplace_19,80E694173EEF9DEBB392D85604AC83D5775D0BC8,terror_financing,2025-07-22,2026-04-29,active
H00412,A00277,zerarwraith,marketplace_16,E60CC562B22E494CBA9D0D474E47F3E0457F11DA,arms,2023-10-27,2025-02-23,active
H00413,A00278,hexenvoid,marketplace_18,EEA82EDFAA621E6E2B2AF19BC5C68ED6040FC247,other_illicit,2023-02-26,2024-02-14,burned
H00414,A00278,cyexwraith,marketplace_15,0A234C340F0CC131E47F44C778D9E17A1DFAED76,other_illicit,2024-02-13,2025-02-05,active
H00415,A00279,nyxathfang,marketplace_15,3563AAA1AE1B42F788819B632929F1347A16CE3A,terror_financing,2023-01-14,2024-03-08,dormant
H00416,A00280,obsath_v2,marketplace_18,E14798BD98DF907DD902D64AF6F63BFBE54E73C6,stolen_data,2025-01-31,2025-03-01,active
H00417,A00280,thraraven,marketplace_3,B9577592CB2B87DC0E699CF8C53BB92F83D2E0A0,stolen_data,2023-05-20,2024-03-14,active
H00418,A00281,kryulphantom,marketplace_3,93798FC186FE9044C97604DB0C536DCEE3CDDD20,drugs,2024-11-11,2025-01-08,active
H00419,A00281,kryarvoid,marketplace_17,5144478126ED7DFB03FE2A498C3890567B2E9CBD,drugs,2023-11-17,2024-12-13,active
H00420,A00282,cyenx,marketplace_13,7F4C62BCAB55FEC829106A05AA26898CF45709F7,terror_financing,2025-04-13,2025-05-19,active
H00421,A00283,nocahex99,marketplace_12,F964B238EEA624090A97EFDD361B113F72962A22,terror_financing,2023-10-10,2024-04-30,active
H00422,A00284,darkatrace,marketplace_16,F2E31CAD94AE1D04D672B8560C115615DAA0A459,stolen_data,2024-07-01,2025-02-07,active
H00423,A00285,kryathbyte,marketplace_5,3A28A403CD764444811A74551BC4031236896736,other_illicit,2023-01-28,2023-09-01,active
H00424,A00286,kryastorm,marketplace_12,578AD9A4695C99ED058DD6851B7DEF78B5F7BC2A,stolen_data,2023-07-05,2024-04-04,active
H00425,A00287,cyindealer,marketplace_13,C5B71DD938FB77CB59E8CDA7A6D4A7496CF493AF,stolen_data,2024-07-30,2025-10-16,active
H00426,A00287,nyxorstorm,marketplace_12,7A869DAD70D3C49F72D3B723C6E2070F6F4C1F50,stolen_data,2023-06-10,2024-05-13,active
H00427,A00287,obsordealer,marketplace_11,04C863439C69EC5A845C9BC663E4906C8235DC9E,stolen_data,2023-10-08,2024-07-18,active
H00428,A00288,kryenfang,marketplace_15,6A7313C35B03C7812677886FDF683918212DF612,other_illicit,2024-11-19,2024-12-12,active
H00429,A00289,obsulphantom,marketplace_3,019514DD3C121794368A98416A62D1F3F36C12AF,arms,2023-01-11,2023-06-14,active
H00430,A00289,hexadealer,marketplace_4,36439049E0529234E9A4F26DFBFC9D62721F93C3,arms,2025-05-25,2026-05-29,burned
H00431,A00289,neoexwraith,marketplace_13,B91272A6A1DD5C2D8BA5A5F9204B9F2E8BDC9710,arms,2023-10-21,2024-01-25,active
H00432,A00290,vororstorm,marketplace_11,BB945E2E4CC4BCB08C0F01298370CD581E300DD1,drugs,2024-03-19,2024-11-15,active
H00433,A00291,shadath99,marketplace_4,5633B54744554908FA46B9108218E37B337B0A6A,money_laundering,2024-07-03,2024-09-23,dormant
H00434,A00291,darkencode,marketplace_16,0D93BF1E704020939A792A4389FDE9415270C7BF,money_laundering,2025-08-07,2025-10-30,burned
H00435,A00291,shadar_v2,marketplace_5,3437E87C0AAABFB90850DD19B4D0C21CADE77E8B,money_laundering,2024-10-19,2025-10-27,dormant
H00436,A00292,nyxorphantom,marketplace_3,7D2914B7086FC5C989EF5A0957485690182E493A,drugs,2023-11-22,2024-02-13,active
H00437,A00292,throrwraith,marketplace_13,AAAE90C5FC0585BE17674A9B572A4C71804DC52E,drugs,2023-09-10,2025-01-14,active
H00438,A00293,darkextrace,marketplace_10,92DE53B75CC6F0C74B1637519B0541D313776B7F,arms,2023-06-10,2024-04-22,burned
H00439,A00294,shadonode,marketplace_20,AD3C45AC8F2BB90E4709B6472CEE29AC9E97E039,drugs,2023-03-05,2023-03-16,active
H00440,A00295,cya_v2,marketplace_20,FDDDA1B5FD24052AF1D2144723CFE0CFD6A7446F,stolen_data,2024-12-17,2026-04-08,active
H00441,A00296,threxx,marketplace_19,9BD7F2294960107EA7472648DBCC64F83F6FDA2A,arms,2023-06-09,2023-07-25,active
H00442,A00297,ghoox,marketplace_5,B5DC95DE7B24F58AB77FBCACFD8E9D5589B309D4,terror_financing,2023-04-11,2024-05-23,active
H00443,A00297,kryulcode,marketplace_2,DACA341D4EDF57A0E68842439DB05469FE09BFE4,terror_financing,2023-01-06,2024-05-20,active
H00444,A00297,zerinbyte,marketplace_4,E067429E476E418A2CFCE0C6D74D60324401984C,terror_financing,2023-04-30,2024-07-25,active
H00445,A00298,neoor_v2,marketplace_18,C05CF26C0A89D40BD813648B26B1023A9C3FB116,other_illicit,2023-07-29,2024-08-27,burned
H00446,A00298,obsoghost,marketplace_7,82191872BCCA26A6386F9EAB16103CAC9E3FE812,other_illicit,2025-01-21,2025-10-18,burned
H00447,A00299,vexax,marketplace_15,6F3D23BCDD32FCEB665D2F1A0A6B68B2BDAE4B7B,arms,2025-03-20,2026-07-09,active
H00448,A00300,darkorx,marketplace_19,43EFA12A8DDF60604A65E5FCD78A2B15A4B9D370,hacking_services,2023-06-17,2023-11-18,burned
H00449,A00300,neoodealer,marketplace_20,40E75FFFE3394A4FC6010E2421484699F61BFEF3,hacking_services,2024-04-23,2025-06-25,burned
H00450,A00300,ravorwraith,marketplace_17,F3CBDBCCED91C769800B4594CB6E65422870E0B9,hacking_services,2025-05-04,2026-09-01,dormant
H00451,A00301,vorathwraith,marketplace_14,2A1312C4D0014CB68EAE67A96BF2539CF28C7DC9,terror_financing,2025-02-19,2025-04-28,active
H00452,A00301,shadarphantom,marketplace_2,F4DDB449CA85F4901140C129C0A20A864F3C6167,terror_financing,2025-04-11,2025-07-09,active
H00453,A00302,ravartrace,marketplace_7,2111172E309157A82A517187EDD27DC50244D2B9,drugs,2024-09-04,2025-09-13,dormant
H00454,A00302,ghoathtrace,marketplace_13,B7221B670DF6E943394D7FDB03CFDF3FFC46D7DB,drugs,2025-07-04,2026-07-06,active
H00455,A00303,ravex_v2,marketplace_13,C555DDDE06EC2CA550E97A34AAFFE4DAFC906B0A,arms,2025-06-19,2026-07-31,active
H00456,A00304,ravorraven,marketplace_10,F624BCB2E239D11B105885EFBE170460334A02C1,money_laundering,2023-04-22,2024-07-31,dormant
H00457,A00304,obsox,marketplace_4,B45576D630C510F60485CD48EB7F90AF289CBDF8,money_laundering,2023-10-09,2024-01-14,active
H00458,A00304,zerathstorm,marketplace_15,B98B78A28CDDB68697BD5DF6DC9A740EFBF0975D,money_laundering,2025-01-07,2025-07-30,burned
H00459,A00305,throrraven,marketplace_9,1B09A1B158CE501E68561EE7F4A8B0702D4AB3B1,terror_financing,2023-11-04,2024-03-17,active
H00460,A00306,vexexwraith,marketplace_1,96A724E877FA623347B085CB5E84DC5B31BF76BB,arms,2023-12-18,2024-01-08,active
H00461,A00306,cyin99,marketplace_10,127A32F9BBA7E1D4F53DE67E8C342AFBD5D835D0,arms,2023-12-17,2025-04-28,burned
H00462,A00307,vexathx,marketplace_4,501D72D707A2DF19A1A44DE73568719B29414B7C,drugs,2024-06-07,2025-07-23,active
H00463,A00308,ravarwraith,marketplace_5,784FBBECE523A909862697DB7215FF33A0D43E4C,terror_financing,2024-07-20,2024-10-27,active
H00464,A00309,zera99,marketplace_15,421F74537C2AE6EDF30B4EF0E9B2B6188A10504C,other_illicit,2025-05-27,2025-08-27,burned
H00465,A00309,nyxenbyte,marketplace_7,69B15ACEC1718068DEB9247D31274E521A3778C1,other_illicit,2023-09-07,2024-06-29,active
H00466,A00310,cyarnode,marketplace_6,B75162C3D7D072F7C0E9FDF5110B42831F0E3D78,terror_financing,2023-06-02,2023-06-13,burned
H00467,A00311,vexenraven,marketplace_1,356E0B23289B8BDF4CBAC35EDF27EE3D4D7BC34C,terror_financing,2025-03-24,2026-03-03,dormant
H00468,A00312,voryldealer,marketplace_15,6E36F915469C299CC5FD660932ED3953B5973CD6,hacking_services,2025-08-20,2025-09-11,dormant
H00469,A00312,shadinx,marketplace_18,ACCF06C70087F7C72B5435F1CA782181C432E545,hacking_services,2023-09-26,2024-06-07,active
H00470,A00312,zerartrace,marketplace_8,23EC1FAE8F9E1A543F338DADB330D2F6AD73D635,hacking_services,2024-05-06,2024-07-18,burned
H00471,A00313,nyxex99,marketplace_12,3D9D6F2261C51360F2DFB653C76D372FA811917F,hacking_services,2025-05-02,2025-11-08,active
H00472,A00314,ravylmarket,marketplace_10,7AD734F8644AA3E825A28FD5356C13C78B8368A7,stolen_data,2024-01-16,2024-10-16,active
H00473,A00315,obsartrace,marketplace_7,FCA1D9BE48153EF6A2DC2266F6DE0F43F7905945,drugs,2025-03-05,2025-04-10,active
H00474,A00316,zerarbyte,marketplace_9,D757DA903399859840587B09EDB23D2AD80939FB,drugs,2024-12-05,2025-10-26,active
H00475,A00316,obsastorm,marketplace_4,E1A949A215C2206ACA855157FCCDD55B77C28226,drugs,2024-09-27,2025-07-10,burned
H00476,A00317,ghoexvoid,marketplace_20,490CD568D6697786FB3CD81DB95975C4AA0E86A0,arms,2025-03-13,2026-05-03,burned
H00477,A00317,darkenmarket,marketplace_8,B8F07DD9A6A3FCA18E3601A84E689CCDDE8E0D3E,arms,2025-06-01,2025-12-05,active
H00478,A00318,thrin_v2,marketplace_14,22068E3ACFBDDA0A2D03CF985696BDA08A0ADD7F,hacking_services,2023-02-22,2023-04-16,active
H00479,A00318,darkinnode,marketplace_19,D2F5AE3914A17AFD5C92D797D1C6AB702024ECA2,hacking_services,2023-11-15,2023-12-18,burned
H00480,A00319,vexenhex99,marketplace_1,4FEBCF16CAD416D689968CC7732467BED2F1E73E,hacking_services,2025-02-16,2025-07-26,active
H00481,A00320,hexornode,marketplace_12,D4C7CEA1FF8FB8979A4B6EE807FCEDF90840FDEB,money_laundering,2024-04-17,2024-12-19,active
H00482,A00321,ghoaphantom,marketplace_15,AF66111181DBCB4798A7ADB7A564DD1018E02217,hacking_services,2023-12-26,2024-04-16,active
H00483,A00322,cyamarket,marketplace_12,CA223A6E8CD299FED2DF08EDCC40B4BCAB028577,drugs,2025-04-24,2025-12-05,active
H00484,A00323,hexintrace,marketplace_19,A8F7D54281B262CC19F9E7628EA58E99406A8930,money_laundering,2024-05-23,2025-01-04,active
H00485,A00323,neoendealer,marketplace_6,7B2DD9FF93626B2604BB68DA2B6B53FAA1925CAB,money_laundering,2025-07-27,2026-08-10,burned
H00486,A00324,ravulnode,marketplace_4,66379211628C6845953BE71352A4F69229C2672A,money_laundering,2024-04-16,2024-10-19,active
H00487,A00324,throphantom,marketplace_13,A7161990EE231DB9AAEDD79A93534D8A41D9230D,money_laundering,2024-01-07,2024-04-26,active
H00488,A00325,hexencode,marketplace_13,5843C4D442FBC5CC4068F200B74BF44E165401E8,money_laundering,2023-01-18,2023-02-27,burned
H00489,A00325,nyxexvoid,marketplace_20,6E34B29A51A04C0C1905580DB9F8ECA1082ADC86,money_laundering,2023-12-14,2024-11-03,active
H00490,A00325,kryylhex99,marketplace_3,D47FECBD726C1D440236C08F8E20606A38A75992,money_laundering,2023-04-07,2024-07-21,burned
H00491,A00326,obsohex99,marketplace_4,79E47B2DF61A74CF08CDAC45B55503647B61DAD9,drugs,2024-04-15,2025-06-13,dormant
H00492,A00326,kryathmarket,marketplace_9,0C8A7F88AFA427B62FABA5F8E8229C5DEA33FD8A,drugs,2024-05-11,2025-08-28,active
H00493,A00327,vorahex99,marketplace_14,D93CED7016B513C612AF458448695FCD18D12180,hacking_services,2023-12-31,2025-02-16,active
H00494,A00328,cyylfang,marketplace_10,E7BCCF3BA88D0B74C1DF8C4F41A6C9234BDE4B15,arms,2024-07-20,2024-08-01,active
H00495,A00329,thrarfang,marketplace_12,0FEAA425C5D86BCF89C0E0FA232EFBB2489395A6,money_laundering,2025-01-09,2026-04-17,active
H00496,A00329,ghoulnode,marketplace_11,7AF8EEDBCA1F0BA98697DFF3AD54081FC793B6BE,money_laundering,2024-03-15,2025-07-07,dormant
H00497,A00330,cyaraven,marketplace_2,8EE798728F45BBEAC837A8F93CABE6A474BBB0BF,stolen_data,2024-11-10,2024-12-14,burned
H00498,A00331,zera99,marketplace_16,C14836D5769E090E38CE38FF793BAA16F9BC13E0,other_illicit,2024-01-06,2025-05-05,active
H00499,A00332,cyathhex99,marketplace_13,013E1CE81FD5AA3C43B7DEC7B6DF7BBD1F1E4468,other_illicit,2023-04-14,2023-05-03,active
H00500,A00333,obsophantom,marketplace_8,861E95F97DC7AFDE280601E7BDB4C05A5D7F824C,money_laundering,2025-02-10,2025-05-30,dormant
H00501,A00333,cyacode,marketplace_12,465285A5C23F4A9CAE88CB65BA89233A26CE60A4,money_laundering,2025-08-19,2026-06-23,active
H00502,A00333,threnwraith,marketplace_4,6ED938F28C45028767A81335E56C060FC9EF10DF,money_laundering,2023-07-31,2024-05-18,dormant
H00503,A00334,nyxorcode,marketplace_18,B0FDF2D53F419C193C7175C9AC8DE932C1A70C81,terror_financing,2023-08-31,2024-10-11,burned
H00504,A00335,darkylwraith,marketplace_16,E132B36C4CE0E853A727C4A5C0453D0EB80476B7,hacking_services,2023-08-23,2024-02-01,burned
H00505,A00335,neoulphantom,marketplace_1,0DBE7A2F9A8C6B30529124762ABF07AE3FF2F061,hacking_services,2025-04-27,2025-10-06,active
H00506,A00336,hexulghost,marketplace_15,248C0A2C87A67EC83ECEED10C879AE72F717758D,other_illicit,2025-07-18,2025-08-26,dormant
H00507,A00337,thrylwraith,marketplace_16,09819E632BC0A95F1EB9FD3331FFC9EB9BDAE4E4,stolen_data,2025-07-06,2025-11-28,active
H00508,A00338,zerylvoid,marketplace_19,0608CBD0DC5D264DF1EEEEBE16D4C7FE5E221E7B,money_laundering,2023-08-04,2024-01-12,active
H00509,A00339,darko99,marketplace_20,5965767146788C0C0C870CB46AECA4924A7F11C8,terror_financing,2024-03-05,2024-06-11,active
H00510,A00340,zerathraven,marketplace_18,733085BB940A7ED94BA0FDEC051745372F12ACD6,money_laundering,2023-12-11,2024-05-16,burned
H00511,A00341,obsendealer,marketplace_5,5F62859BD53FC993D07650F00A215F9A2404502F,terror_financing,2025-04-10,2025-12-17,active
H00512,A00341,ghoax,marketplace_18,8F4218CD4EA03B5CE88517C1FA9660BF476C0D12,terror_financing,2023-11-01,2024-05-16,active
H00513,A00342,darkordealer,marketplace_20,28A3E03B13DFF404B24134B4774E086FA53ABA32,terror_financing,2023-06-07,2023-10-12,dormant
H00514,A00343,obsextrace,marketplace_20,EAE93959E7D5C4B27259FE7DEF589696A9EF5CBF,other_illicit,2023-03-27,2023-08-28,active
H00515,A00343,kryinfang,marketplace_15,151780949FD101902DBF7FD495CC44B8417D7128,other_illicit,2023-12-12,2025-03-28,active
H00516,A00344,noca_v2,marketplace_11,55C928FAD0028476A8E9557ADDFF2B7055D59E7C,drugs,2023-09-05,2023-11-09,active
H00517,A00344,nocarcode,marketplace_5,011D9ED2994EF7AA819573CF41DEB87697C08A65,drugs,2023-01-11,2023-02-11,active
H00518,A00344,nyxenfang,marketplace_15,AE673770F78A76157D93549F80B6E5177B1A2C14,drugs,2023-06-28,2024-03-26,active
H00519,A00345,nyxahex99,marketplace_11,BAF1818449AC9225BB24A71F227B0B7982F3AFAB,money_laundering,2025-04-18,2025-05-12,dormant
H00520,A00345,hexor99,marketplace_4,7548D70D3D42BD7A400ED2A1941ACBDEE2966D01,money_laundering,2023-05-05,2024-08-14,burned
H00521,A00346,ghoorwraith,marketplace_2,164F3618C3C73DFB2BD1B1CAC5CF510F4F5039E4,arms,2023-03-22,2024-07-13,active
H00522,A00347,shadathmarket,marketplace_12,7071CEB38B96DE28CF81DCDEB2AF32D9BD1BBC69,hacking_services,2024-03-06,2024-08-07,active
H00523,A00348,vexathstorm,marketplace_3,4014BBDA67FFF7063CFF35D3B9F4034814B9AA01,money_laundering,2025-07-27,2026-06-22,active
H00524,A00348,shadenbyte,marketplace_17,6FCE7F49C3C606977100297A5970F83EDA8DC4F6,money_laundering,2023-10-30,2024-09-06,active
H00525,A00348,obsornode,marketplace_2,4A4EAC1054714791BCEE35B2B18350A2DCD13564,money_laundering,2023-04-13,2024-01-15,dormant
H00526,A00349,nyxulbyte,marketplace_10,C6D2A4FCA9994045848C627E7E29B172314CC383,stolen_data,2025-02-28,2025-07-29,burned
H00527,A00350,cyovoid,marketplace_19,E2334AC49FD6921782826233390A275A3E099E1B,arms,2023-01-07,2023-08-01,dormant
H00528,A00350,nocinbyte,marketplace_14,CE39E620638BC8AF44EAF81E8076E88E07737C92,arms,2023-01-02,2023-11-01,active
H00529,A00351,thrortrace,marketplace_13,75DEB721BFC72120CA9D35A7C1C9018E9CE9C882,arms,2023-03-14,2023-03-26,dormant
H00530,A00351,vexarx,marketplace_10,301EE02EF7FA9661E332E3D1180528992BADE877,arms,2023-01-13,2024-04-26,active
H00531,A00352,nocorraven,marketplace_17,B573F067B70195CCB6C3FE73E69D48F46BCA74FC,stolen_data,2024-11-10,2025-09-05,burned
H00532,A00352,cyinphantom,marketplace_10,7863FCE1D0BB3F7AE433C4A0C6B8C9C6E039ABF0,stolen_data,2024-04-09,2025-03-24,active
H00533,A00353,darkathwraith,marketplace_8,CC4BA41A05C1012312AD2D2E688242701469C1CF,stolen_data,2023-09-14,2024-08-27,active
H00534,A00354,ghoinmarket,marketplace_7,3FE7DBAD2442440D62C93FC27046D83D7D6A2DED,other_illicit,2023-03-17,2023-04-27,active
H00535,A00355,ravulphantom,marketplace_8,75A44CE35C7E8A55A5D88987DD3329771D800AFF,terror_financing,2023-05-31,2023-10-03,active
H00536,A00356,vexox,marketplace_11,5FF15B3408C7E53D5CC0646A9205ABFE7E6BFAB2,other_illicit,2024-08-31,2025-08-21,burned
H00537,A00356,darkin_v2,marketplace_12,8222F6CE06D4BCED335B9566001BC714584E7531,other_illicit,2024-10-20,2025-12-21,dormant
H00538,A00357,darkathfang,marketplace_17,DB9B450F402E094F82D5FD6CA25ABA200B213984,other_illicit,2023-07-27,2023-09-17,active
H00539,A00357,darkarbyte,marketplace_20,06D0E447A147068486EA63D403DC73DDCF907608,other_illicit,2024-03-15,2025-06-17,active
H00540,A00358,shadorwraith,marketplace_9,DC8E0099A03A3FD94D504933B0A0DD363A5AB575,arms,2023-03-07,2024-07-11,active
H00541,A00359,threnstorm,marketplace_18,EE97B819FC5A6B1323A5AAD5EE5C172E80708B0F,other_illicit,2023-11-29,2024-08-22,active
H00542,A00359,kryaghost,marketplace_2,457BA9B51ABDEAEF236E709AED4E8A32C0BE13B5,other_illicit,2025-05-06,2026-02-18,active
H00543,A00360,nocenx,marketplace_7,1068ED2470F8C337F4E3AC176FB4BC387EC7100F,terror_financing,2023-07-26,2024-02-15,active
H00544,A00361,obsinvoid,marketplace_10,AE89831EC5D4CA979EB3C087A6A1EDBAE7FAD2CF,arms,2024-09-22,2025-07-27,burned
H00545,A00362,shadathstorm,marketplace_7,1E3EEC36A00F6C5466A9076DA4A15724CA65E7AA,stolen_data,2023-11-10,2024-10-31,active
H00546,A00363,obsostorm,marketplace_15,4478FF29DA17BABBE1411D3F826D98B8FC353724,hacking_services,2023-06-09,2023-10-31,dormant
H00547,A00364,nyxorwraith,marketplace_1,45470BC99DB708BBAAA14D6AD0FFF9674FD618D1,other_illicit,2023-11-29,2023-12-24,active
H00548,A00364,nocarx,marketplace_14,C4D05541EBA0C3E1DE02A351166891EDF53C5267,other_illicit,2024-06-16,2024-09-25,active
H00549,A00365,darkulx,marketplace_3,430A70F255D11447EE85E1A9AFE541C645025D19,other_illicit,2025-01-28,2025-12-09,active
H00550,A00366,obsylcode,marketplace_14,8FD0D0D8E48A5BE6EE8FF80E08DAFEE1D24E494C,drugs,2024-01-10,2024-10-03,burned
H00551,A00367,ravexx,marketplace_20,2C83E00A6F2D1ACC062CC9FB24E63584B7B82C02,stolen_data,2023-05-20,2024-02-16,burned
H00552,A00368,ghoentrace,marketplace_20,E03F0CF3B51FE31F91977DBECE49D21A22101F13,drugs,2024-07-23,2025-07-16,dormant
H00553,A00369,darkohex99,marketplace_12,14B9F5751205FBF8EA7DAE985B4C85192C93B6E9,money_laundering,2023-01-29,2024-02-14,active
H00554,A00370,hexulfang,marketplace_12,EDCEC3C0AAF2E91B9C288116AC591BE88A0D658B,hacking_services,2023-09-02,2024-05-03,active
H00555,A00370,nyxulwraith,marketplace_3,3321B28DDA7527BD361E680144D84BF40AA95F34,hacking_services,2023-11-21,2024-02-13,active
H00556,A00370,ravindealer,marketplace_7,88E9C0957E3F8F528D2E5FA18B45DEDEEFA98A8E,hacking_services,2025-05-24,2026-06-26,active
H00557,A00371,obsexstorm,marketplace_8,D0AD5EA268C7034899F7DBD32BDC4471E0DA80A7,terror_financing,2023-04-29,2024-08-21,active
H00558,A00371,darkex_v2,marketplace_9,97716E5F2D599EBD6234260F5F1CD2A9BACC7BDA,terror_financing,2024-01-23,2024-02-19,active
H00559,A00371,hexonode,marketplace_1,5A425CD1A8C9559E1A417275E256506DCD94EFC4,terror_financing,2023-03-23,2023-12-25,dormant
H00560,A00372,nyxortrace,marketplace_11,740FE78E20D5778BBF7AD564EF118A6ABF614E74,drugs,2023-05-28,2024-03-03,active
H00561,A00372,thrathtrace,marketplace_6,95814AAA9D7EE1933DF2BD9CE7CAC0988DF76552,drugs,2024-07-17,2025-01-19,active
H00562,A00372,obsylhex99,marketplace_16,EE00D578A85D81FD0A6124177037F2C477BD1A21,drugs,2023-10-18,2024-08-01,burned
H00563,A00373,neoathvoid,marketplace_4,6ACE04EF5E2ACBDBE9BFAABB0AA7C42E39B927B5,terror_financing,2025-04-18,2025-08-17,active
H00564,A00373,thrylcode,marketplace_12,1E52CA32529BF99A41614FC8E604916B75259905,terror_financing,2023-05-15,2024-06-06,burned
H00565,A00374,vexovoid,marketplace_14,2521B5BFA109F82474A9D02236978BF266D5EDD2,hacking_services,2023-08-28,2024-02-02,active
H00566,A00375,cyacode,marketplace_10,05262712991512CD9B563314266AC63E47DCF192,arms,2025-04-19,2025-07-03,dormant
H00567,A00376,hexulphantom,marketplace_7,3F91A037650788BD0F28FCB1FEB4BE472C63C06F,drugs,2024-12-08,2025-09-24,burned
H00568,A00377,hexathtrace,marketplace_3,6C61DCE00B8CCC7476E10F3A00F281D6756960CA,hacking_services,2023-11-20,2024-12-28,burned
H00569,A00377,ghoinmarket,marketplace_2,657EA0F54A4BA8BA363D06957DF6F6C6470187D8,hacking_services,2025-03-07,2025-11-23,dormant
H00570,A00378,hexinmarket,marketplace_10,DF83C7F241C73EAB5EFC138B9033882BE5396C22,other_illicit,2024-02-28,2024-10-10,dormant
H00571,A00379,kryostorm,marketplace_4,C225C0AAA8CB85C7C87FE280698A8ABDD007022D,arms,2023-04-15,2023-09-29,active
H00572,A00380,kryuldealer,marketplace_5,843E6C7B1AE06802DB1326D8078886FE10D5FAA3,terror_financing,2023-08-14,2024-05-17,active
H00573,A00381,obsor99,marketplace_20,A942FBD4FA5003D2E689E9A57A3D675D8F2112E0,other_illicit,2023-09-19,2024-02-21,dormant
H00574,A00381,cyexghost,marketplace_12,AEC2718992957AB466F5FBCF3614DAC8EF32A42E,other_illicit,2024-07-23,2025-11-29,active
H00575,A00382,nocodealer,marketplace_17,33D329C88C2371EB959F6A57FF9FE01F34A75A35,money_laundering,2023-03-16,2024-07-15,active
H00576,A00382,nocentrace,marketplace_9,55CF1DCD04DB66BE2D9C43006F00E17F1DD751F1,money_laundering,2025-02-07,2026-01-15,burned
H00577,A00383,obsex99,marketplace_17,F9ED5DB1F98ACAE4DFCB8253E8FFB0169A4415D5,stolen_data,2024-05-31,2024-10-26,dormant
H00578,A00383,shadarcode,marketplace_8,C8B5BE7701E81C7A2DA448ECFB34A6F01B6CD664,stolen_data,2024-09-18,2025-01-21,dormant
H00579,A00383,neoincode,marketplace_9,4BC57E47F55A63177F10946816E086676368BC24,stolen_data,2024-03-20,2024-07-26,active
H00580,A00384,shadin_v2,marketplace_18,7E3B3FDC0C9BB9943BF7E5D90A64E6DB684617EE,money_laundering,2024-10-02,2026-01-27,burned
H00581,A00385,shadarnode,marketplace_7,3BDBB204A0CDDC1CE79FDF29D74B207A594FC543,drugs,2024-12-11,2025-06-29,active
H00582,A00385,ravorfang,marketplace_3,E96D78A906BA9DBDB62F1F6114204E6CC75BCE65,drugs,2023-12-27,2024-10-21,active
